A10 A14 A15 A17 A19 A02 A20 A21 A22 A26 A27 A28 A29 A03 A30 A04 A05 A06 A07 A09 B01 B10 B11 B12 B13 B14 B15 B02 B03 B04 B05 B06 B07 B08 B09 C10 C12 C14 C15 C16 C17 C18 C19 C02 C03 C04 C06 C07 C08 C09 D10 D12 D13 D14 D17 D02 D20 D26 D27 D29 D31 D35 D04 D06 D09 E10 E12 E14 E16 E17 E22 E24 E03 E30 E31 E35 E40 E05 E08 E09 F10 F11 F13 F15 F16 F21 F22 F23 F26 F28 F29 F03 F32 F34 F36
ASV_742 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 67 58 119 0 0 58 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 295 0 0 0 0 0 0 0 0 0 781 0 0 0 0 0 0
ASV_746 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 19 0 0 0 0 0 0 22 9 0 11 17 18 0 0 17 12 0 7 19 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0 75 0 0 0 0 61 29 0 0 0 0 0 0 0 0 0 0 0 0 0 171 0 0 0 0 0 41 0 0 0 0 0 0
ASV_747 0 11 0 0 0 0 6 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 7 0 0 0 0 0 10 0 0 0 20 0 0 0 0 0 0 0 17 0 0 0 0 36 0 43 0 0 46 0 0 0 31 19 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 76 0 27 0 0 17 25 8 0 0 0 0 8 34
ASV_748 0 0 0 0 0 0 0 0 0 0 0 0 0 0 44 22 0 8 0 0 0 13 25 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 22 0 0 0 0 0 0 0 0 0 20 0 0 0 50 0 0 0 0 0 0 0 64 0 0 0 0 0 0 3 0 0 1 0 0 11 0 10 0 0 6 33 0 0 0 0 1 0 4 0 1 2 3 31 14 0
ASV_756 24 0 0 0 29 0 0 0 0 0 0 0 0 0 0 36 0 0 20 42 0 44 37 0 24 0 0 0 0 0 0 34 0 0 0 0 0 0 0 22 0 0 0 0 0 0 22 0 0 0 0 0 0 0 0 0 0 0 0 48 31 0 0 0 0 0 0 0 0 79 0 41 0 0 0 0 0 0 0 0 0 33 39 0 0 0 0 0 0 0 0 0 0 0 0
ASV_758 48 0 0 62 0 46 0 0 78 0 0 70 0 0 0 94 93 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37 0 0 0 0 0 0 0 0 0 0 52 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 0 0 0 18 10 28 0 0 0 0 0 0 0 0 0 0 0 34 0 0 3 0 0 0 0 0 0 0 10 0 0 0 0 0
ASV_763 0 0 0 0 0 0 0 0 36 0 0 0 42 0 0 0 0 0 0 0 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 46 0 0 63 75 0 0 0 0 70 0 0 0 0 0 0 24 0 0 0 46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 13 0 4 0 0 0 4 10 9 3 0 32 0
ASV_765 0 19 24 18 28 0 43 0 21 0 0 27 0 0 34 29 15 35 0 12 41 12 13 10 0 25 36 0 0 0 9 0 0 21 9 0 9 12 0 0 15 0 0 0 0 0 0 0 0 16 15 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 24 0 0 0 13 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0
ASV_766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 24 0 0 0 0 41 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0 86 0 0 0 47 0 0 0 0 5 0 0 0 6 0 14 0 8 0 0 0 1 186 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1
ASV_771 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 24 0 28 0 0 0 0 0 0 0 41 0 0 0 0 0 0 0 0 0 0 0 26 27 0 32 40 0 0 0 0 22 0 21 0 0 0 69 0 0 0 74 0 0 0 0 0 0 0 0 0 62 0 0 0 43 0 0 0 27 0 0 0 0 0
ASV_773 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 3 0 0 10 0 0 0 9 0 20 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 21 86 26 46 0 0 29 0 0 0 0 0 34 0 20 0 33 0 201 0 68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0
ASV_774 2 4 0 0 5 4 29 12 0 0 4 4 3 7 5 1 7 0 1 10 11 11 0 0 0 0 0 5 0 2 9 3 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 17 0 6 6 13 9 18 2 1 20 13 9 3 0 0 3 0 32 0 32 0 9 26 13 0 4 1 0 21 0 0 38 18 0 0 0 0 35 0 4 0 0 0 0 0 6 0 1
ASV_777 0 0 0 0 0 39 0 0 0 0 0 0 0 0 59 19 0 0 0 0 46 0 0 0 75 42 32 0 46 18 0 0 28 0 0 0 9 0 0 25 27 68 0 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 0 0 9 0 0 0 0 0 6 0 4 0 0 0 9 9 0 0 0 0 0 7 0 0 3 0 0 0 2 0 7 0 8 0 0 0
ASV_781 18 22 7 0 5 0 12 11 0 11 0 0 12 0 11 18 0 0 12 12 21 0 7 5 16 0 0 0 0 0 9 8 11 10 7 0 0 11 11 9 8 0 15 0 7 6 10 0 0 0 13 0 0 17 0 0 7 0 13 0 0 15 0 0 0 5 0 0 8 7 0 4 0 4 0 0 0 0 0 8 12 0 5 9 0 0 4 6 8 0 7 7 0 4 7
ASV_783 39 0 39 0 0 52 0 0 0 0 34 0 0 0 0 42 0 15 49 15 22 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 24 14 17 0 0 13 0 0 15 16 0 0 0 0 0 0 0 7 0 0 14 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 19 29 0 9 0 0 0 0 0 5 0 14
ASV_788 20 10 0 0 0 12 0 0 0 0 7 0 11 9 0 8 0 0 6 0 0 0 0 6 21 0 5 0 0 0 0 0 0 8 0 5 9 0 12 0 0 0 7 0 0 6 0 10 13 0 0 15 55 0 6 0 0 7 0 0 0 14 0 0 0 0 0 0 0 0 0 18 0 0 27 0 0 0 12 0 0 0 0 37 0 17 0 0 0 0 19 0 34 0 0
ASV_797 16 10 10 7 16 15 0 12 11 10 9 12 6 0 13 9 7 18 21 0 0 11 0 0 10 0 0 10 0 0 0 0 6 0 7 62 0 0 14 0 0 0 0 0 35 0 0 42 27 0 0 0 0 0 0 12 0 11 0 10 7 0 0 0 0 0 0 0 0 0 0 4 4 3 0 10 10 5 6 0 4 7 0 0 4 0 4 0 0 8 0 4 0 0 4
ASV_798 0 0 13 50 0 12 0 8 47 0 0 0 0 9 13 0 0 0 0 12 0 0 20 0 23 0 0 0 6 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41 0 0 0 19 0 9 11 0 0 13 0 0 0 13 19 0 12 0 3 9 0 11 0 0 13 0 0 0 8 0 17 0 0 0 0 0 4 0 0 0 0 0 0 0 4 30 9 18
ASV_799 21 0 52 28 0 35 0 0 23 0 0 0 0 0 0 31 0 0 32 35 24 0 18 13 0 18 20 28 0 0 0 41 0 0 0 90 0 0 0 0 0 0 0 0 51 0 0 0 74 18 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 4 0 0 0 0 3 3 0 0 0 0 0 0 4 8 3 0 0 0 0 8 0 0 0 0 0
ASV_803 13 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 15 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 22 0 11 0 18 0 0 35 0 31 0 0 0 0 0 0 0 0 0 0 0 72 0 0 0 0 0 39 0 0 17 0 64 0 0 0 0 0 236 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 68
ASV_805 21 0 25 22 0 23 0 0 0 0 24 0 0 21 0 0 0 0 0 0 0 0 16 0 38 0 0 0 0 0 0 38 0 0 0 0 0 0 0 0 0 50 70 30 77 0 0 12 31 0 0 0 0 0 0 0 0 31 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 5 0 0 0 0 0 4 0 0 0 4 10 0 9 0 9 0 0 0 11
ASV_819 0 0 0 0 13 36 0 0 0 20 10 0 0 19 29 0 14 0 0 11 13 0 52 0 27 0 46 34 24 0 0 0 0 47 0 0 0 0 0 0 0 0 15 16 0 9 0 0 0 0 9 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 5 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 9
ASV_820 0 15 21 0 19 18 13 7 0 19 1 11 5 11 0 3 0 0 8 22 0 0 0 16 0 0 9 21 0 3 0 10 0 0 15 0 0 0 1 5 16 0 8 14 0 0 0 0 0 0 21 14 0 0 0 8 0 0 0 0 20 10 0 0 0 0 10 10 9 0 17 5 0 0 0 7 0 0 0 9 0 0 7 5 3 3 0 8 11 0 0 8 0 0 0
ASV_821 0 18 0 13 0 0 0 0 7 0 0 0 5 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 18 0 0 10 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 45 0 49 0 0 0 0 3 0 0 0 0 11 120 0 14 0 0 0 0 0 0 23 0 0 0 1 0 0 0 20 9 0 0 0 0 0
ASV_835 0 20 44 0 27 19 16 0 0 5 0 0 0 0 13 0 0 0 7 24 0 1 32 0 0 10 0 0 63 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 30 0 0 17 25 0 0 0 0 0 0 0 0 0 27 0 0 0 0 3 1 9 0 0 0 0 4 0 0 0 22 2 0 0 0 0 7 0 0 5 15 6 1 0 2 0 10 0 0
ASV_836 0 0 0 0 0 0 0 0 0 27 0 0 0 32 0 0 22 0 0 0 0 0 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 0 22 41 0 42 63 0 0 0 120 21 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0 0 0 30 0 0 0 0 0 0 30 0 0 0 0 0 36 0 0 0 0 0 0 0 0 0 0 0 0 0
ASV_837 12 15 0 20 0 29 0 24 13 0 0 0 0 0 13 0 0 0 12 0 0 0 15 19 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 27 42 17 0 19 0 0 0 16 7 0 0 13 0 12 16 0 0 0 0 0 0 0 15 0 0 25 0 0 5 6 6 6 0 0 0 8 3 23 0 0 7 0 0 0 0 11 3 0 0 0 0 0 0 8
ASV_840 12 22 15 19 22 0 10 0 8 0 0 8 0 17 0 0 0 16 0 0 46 8 12 6 0 42 17 10 13 13 5 13 11 18 11 0 0 0 0 0 0 0 0 12 0 0 0 0 0 6 0 0 4 5 7 7 0 0 0 0 0 0 0 6 0 0 0 6 0 7 0 0 3 0 0 0 8 0 3 0 3 5 0 3 0 0 4 5 0 0 0 7 0 4 0
ASV_841 0 16 24 16 0 25 17 17 18 0 13 19 24 0 21 24 29 16 0 0 36 0 0 0 0 8 22 27 9 0 64 0 12 21 20 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 8 0 0 8 0 0 8 0 0 0 4 7 5 0 0 0 0 3 6 0 0 0 0 5 0 0 0 0 5 0 5 0 0 3 4 0 0 2 0 0
ASV_842 0 19 64 0 0 0 0 38 0 10 0 92 0 180 23 0 0 50 0 0 0 10 16 0 0 0 20 308 37 79 0 73 0 1 0 0 0 0 95 40 0 0 0 0 0 0 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0 0 1 0 0 3 2 0 0 1 1 0 0 0 1 0 0 0 3 1 0 0 0 0
ASV_847 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 29 0 21 0 0 0 0 18 0 0 21 0 0 0 0 0 0 20 0 23 0 0 0 0 0 0 24 0 24 0 0 0 0 0 14 37 0 0 0 0 0 0 0 0 0 22 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 172 0 0 0 0 0 0 0 66 0 0 0 0 0 0 0 0 0 0
ASV_848 0 0 0 0 28 0 0 17 24 26 48 38 0 57 36 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0 21 0 0 45 0 0 0 0 54 44 0 0 0 51 22 0 0 0 0 0 0 0 0 0 0 0 6 0 16 0 0 0 0 0 0 0 0 4 0 0 2 2 0 3 11 0 0 0 0 0 17 0 0 0 0 0 6 0 3 0 0 3 0
ASV_851 0 0 0 0 0 0 0 0 0 0 0 0 0 16 34 0 0 40 0 0 16 23 0 0 0 10 13 35 0 0 0 0 0 24 0 0 0 0 0 0 0 20 0 0 0 0 31 0 0 0 0 0 0 38 0 0 43 0 0 0 0 0 0 0 0 44 0 0 0 0 9 0 0 25 7 0 0 0 0 12 0 0 0 0 0 0 0 0 0 7 34 0 0 0 0
ASV_853 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37 0 0 0 0 0 0 0 0 0 0 0 0 0 29 0 80 0 0 0 0 0 0 0 0 0 0 0 33 0 0 0 0 0 0 0 0 0 0 0 0 124 0 0 0 0 0 0 0 0 0 0 0 173 0 0 191 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0
ASV_856 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 74 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 160 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 916 0 0 0 0 0 0 52 0 0
ASV_859 0 0 0 42 0 20 0 0 56 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 55 0 0 0 0 0 0 0 0 0 0 0 45 0 0 0 0 0 0 0 0 0 0 130 1 0 0 0 0 0 0 0 0 0 0 0 0 6 6 0 0 0 0 0 0 0 0 2 0 0
ASV_863 0 0 149 0 0 0 0 0 0 0 0 0 0 0 0 103 0 80 0 0 0 0 0 0 0 0 50 0 0 50 36 88 0 0 0 0 0 0 0 0 57 0 0 0 0 0 36 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 3 0 14 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0
ASV_867 0 0 0 24 0 0 0 0 27 27 0 0 0 0 88 0 0 0 0 26 0 42 0 0 0 0 0 27 0 0 32 0 0 0 0 0 0 0 0 0 0 26 0 36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 1 0 0 2 0 2 0 1 1 0 1 6 18 0 0 0 4 0
ASV_869 0 0 0 0 0 34 0 0 0 20 0 0 55 0 0 0 30 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 22 0 0 0 0 0 0 0 0 0 0 34 0 0 0 0 0 0 0 0 0 0 0 46 0 0 0 0 0 39 0 0 0 0 142 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 55 0 0 0 0 0 0 0 110 0 0 0
ASV_873 10 0 0 0 8 12 15 12 0 0 10 12 17 0 10 14 0 0 18 0 0 0 7 0 0 9 0 0 0 11 0 16 10 0 16 0 0 0 0 0 8 0 0 0 0 0 0 0 0 8 0 7 0 0 0 0 0 0 8 20 0 14 9 14 11 7 0 0 4 6 5 6 0 0 0 0 0 7 5 6 8 7 0 9 5 0 7 0 0 8 0 11 6 7 9
ASV_875 0 9 7 0 0 6 0 0 0 0 4 2 3 4 0 7 12 0 0 0 11 0 8 0 10 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 1 7 0 0 0 2 0 1 0 0 1 24 0 0 10 0 8 83 0 3 5 1 0 0 0 20 35 29 0 0 0 0 20 5 0 0 3 14 0 0 11 0 0 0 0 0 0 0 36 3 0 0 0 0 22
ASV_876 0 0 0 0 0 0 0 22 0 0 0 31 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 43 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 24 0 0 22 0 6 0 0 0 0 39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 10 190 0 0 0 0 25 0 0 0 0 0 0 0 0
ASV_882 0 0 9 0 24 0 0 0 0 0 0 15 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 55 0 28 0 0 0 0 0 0 18 18 0 0 17 0 0 0 0 0 8 0 18 0 0 0 17 0 0 0 22 18 0 0 12 0 0 17 0 4 0 0 6 0 7 0 7 10 5 13 7 7 0 9 0 0 13 0 0 4 0 0 0 0 6 0 0 0
ASV_883 25 0 0 35 24 0 0 0 18 0 0 0 18 35 23 0 14 0 30 23 0 0 0 0 0 16 28 15 0 0 0 0 0 21 0 0 26 0 0 22 0 32 0 24 43 0 0 11 33 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 4 0 2 0 5 3 0 3 0 0 6 0 0 4 0 0 0 0 3 4 0 5 0 3
ASV_884 0 0 0 0 0 29 27 15 0 0 0 29 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 0 0 0 0 0 0 0 0 0 0 0 0 0 29 0 0 0 39 0 0 0 0 0 54 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 7 0 0 11 0 0 0 0 0 4 0 11 0 0 129 0 0 35
ASV_886 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33 0 0 0 0 0 0 0 34 0 0 40 0 19 0 0 0 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 37 0 0 0 17 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 1 125 5 0 0 0 0 2 0 0
ASV_888 0 0 9 8 7 12 4 0 3 6 12 7 6 0 9 0 9 9 0 4 9 0 0 0 10 0 7 0 5 0 9 0 0 0 0 10 0 11 40 0 11 0 0 16 0 19 0 8 4 0 4 0 0 0 0 0 0 10 15 3 0 0 9 7 0 0 0 0 0 0 0 0 0 0 0 0 14 0 21 0 8 0 8 0 23 0 9 0 0 0 0 0 0 0 0
ASV_889 0 0 43 0 0 0 0 0 0 0 0 0 0 0 0 83 0 0 0 0 0 0 236 0 0 0 0 0 0 0 61 0 0 0 0 0 0 0 0 0 61 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 165
ASV_894 0 0 0 77 37 0 0 0 54 27 0 0 0 41 0 0 41 0 23 0 36 0 0 0 0 0 0 40 0 0 0 25 0 36 0 0 0 0 0 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 0 0 0 0 0 0 0 10 0 0 0 2 0 3 6 1 0 0 0 1 2 0 0 0 0 0 5 0 0 5 5 0 0 0 0 3
ASV_901 27 0 41 0 31 0 60 0 0 38 53 0 0 0 0 0 21 0 45 48 0 0 0 0 64 0 0 26 0 0 49 0 0 17 0 0 0 27 47 0 0 0 0 0 0 30 42 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 2 0 0 3 0 0 2 0 0 0 0 0 3 0 0 0 10 0 0 0 0 0 4 3 0 2
ASV_907 0 0 5 28 2 0 15 5 44 2 9 8 7 6 10 7 3 0 1 10 5 0 0 4 0 0 8 10 0 0 0 0 4 0 3 0 0 3 0 2 5 0 0 5 0 0 1 0 0 0 1 8 5 15 21 0 0 10 0 14 4 0 0 5 0 5 0 4 21 7 0 15 0 0 0 0 0 0 12 0 1 0 4 6 1 4 3 0 3 5 0 4 1 23 1
ASV_908 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 10 0 0 0 0 0 19 14 0 0 0 0 0 0 10 0 0 0 0 0 0 0 10 0 0 0 0 16 0 0 0 0 0 0 34 0 0 24 0 25 0 18 24 13 18 0 44 0 0 0 0 7 59 0 11 0 0 0 0 8 0 0 0 0 0 19 0 9 0 0 27 0 4 20 0 0
ASV_910 0 9 0 0 17 19 0 0 0 0 0 0 0 0 0 0 0 27 0 17 0 0 0 0 0 0 6 16 11 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 22 0 14 18 0 32 0 16 0 0 0 5 0 0 14 0 0 19 0 15 0 0 0 0 0 0 52 0 0 0 0 0 0 0 21 35 0 0 0 0 0 0 0 0 0 0 21 0 0
ASV_915 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 25 0 0 0 0 25 0 0 54 0 30 0 0 0 0 0 0 24 0 29 0 0 0 0 0 40 0 0 0 0 0 30 0 17 0 0 0 0 22 0 0 0 15 0 0 0 30 0 0 18 0 0 4 0 0 0 0 0 0 0 24 0 0 0 0 0 0 0 0 0 0 38 17 0 0
ASV_918 0 0 0 0 10 0 0 8 10 12 15 10 8 0 19 14 10 0 10 0 30 10 22 0 8 17 32 24 0 0 7 0 0 34 12 0 0 24 0 17 31 0 0 22 0 40 5 0 0 17 10 0 0 0 0 7 0 0 0 0 0 0 0 0 0 2 4 0 2 4 0 6 0 2 3 0 0 4 2 0 0 5 0 0 0 0 2 0 2 0 0 0 0 0 0
ASV_919 0 15 0 0 16 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 14 0 0 0 11 0 0 0 0 1 12 0 37 0 0 0 9 0 0 0 0 0 0 0 0 0 0 19 0 0 22 16 0 0 21 0 0 34 0 3 0 0 17 0 26 0 0 0 0 0 13 12 1 0 0 1 0 25 0 26 2 0 1 12 8 0 0 0 0
ASV_922 0 31 24 30 24 0 0 20 31 20 24 0 0 0 0 22 0 0 0 27 20 0 0 21 31 24 0 0 0 14 23 0 0 23 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 6 6 0 0 0 0 0 3 4 0 0 0 0 4 4 0 0 7 0 0 0 0 0 0 0 0 0 0
ASV_923 0 0 0 0 0 103 0 0 0 0 0 0 0 0 0 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 51 0 0 0 0 70 0 0 0 62 0 0 0 0 0 0 0 0 0 0 0 27 28 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 60 0 0 0 0 16 0 0 44 0 0 0 0 0 0 0 0
ASV_926 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0 19 0 0 0 0 31 0 0 0 51 0 0 22 19 0 32 35 0 0 0 0 0 26 0 0 0 0 0 0 0 0 0 0 0 0 52 0 0 0 22 0 0 0 0 0 101 32 0 0 15
ASV_928 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 62 0 60 0 0 0 41 0 0 19 0 2 0 0 0 0 219 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 61 0 1 9 0
ASV_931 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 33 28 21 33 0 0 30 0 0 0 0 0 0 0 42 0 0 0 0 0 0 0 0 0 0 251 0 0 0 0 218 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ASV_935 0 0 0 19 0 0 6 0 30 0 0 0 8 0 12 0 0 0 10 0 0 0 0 0 26 10 0 0 0 8 0 0 0 0 0 0 0 0 6 0 0 0 0 16 0 0 0 0 0 0 0 16 11 8 0 0 0 8 15 11 0 12 9 10 9 0 13 7 0 0 0 0 9 0 0 6 0 6 0 13 7 8 18 0 0 0 0 0 0 4 5 6 23 11 0
ASV_936 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 38 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 68 0 0 0 0 0 0 3 2 0 0 0 0 0 13 0 0 0 0 0 0 2 60 0 0 54 0 0 0 0 0 0 0 0
ASV_940 0 10 15 11 10 0 9 0 13 0 0 0 9 13 8 0 0 5 0 8 27 0 0 6 0 11 0 8 0 10 20 36 0 31 0 0 10 0 0 0 9 0 0 5 0 7 8 0 0 7 0 7 0 0 14 0 0 7 0 0 0 5 0 0 6 0 7 0 0 6 11 0 0 0 0 0 0 4 0 0 4 4 0 0 10 0 6 8 0 0 0 0 0 0 0
ASV_945 0 16 14 9 12 14 9 12 0 0 14 11 0 13 11 7 0 9 9 11 0 0 11 12 0 0 17 0 0 8 8 0 0 0 0 0 0 0 0 0 15 9 0 0 0 7 0 0 0 8 0 0 0 8 0 0 0 10 7 0 9 0 8 0 4 0 13 0 0 0 0 0 0 0 0 0 0 9 0 0 0 12 0 0 0 21 0 0 0 9 6 0 0 0 0
ASV_947 0 0 0 0 0 0 0 0 0 0 0 0 0 68 122 0 0 0 0 0 0 0 0 0 0 0 0 0 0 44 30 0 0 0 0 0 0 0 0 0 67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27 0 0 0 0 0 0 0 0 0 0 0 59 6 0 0 0 0 39 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
ASV_952 0 0 0 0 0 34 32 0 0 0 26 0 0 0 0 0 0 0 0 0 28 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0 35 0 0 0 0 48 0 36 0 82 28 0 27 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 16 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0
ASV_954 16 29 0 0 11 0 9 9 0 0 12 0 0 0 0 0 19 0 0 0 17 0 0 0 10 0 0 0 0 19 0 0 15 8 0 0 0 16 0 46 7 8 0 0 0 0 0 0 0 33 11 0 0 0 0 0 7 0 0 0 7 17 0 0 0 0 0 0 4 18 0 0 0 0 3 0 0 0 0 6 2 8 5 0 10 2 0 0 0 5 3 0 0 0 7
ASV_959 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 45 0 0 0 0 0 19 41 0 0 0 0 0 38 0 0 0 0 0 0 0 43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 58 21 0 16 0 0 92 0 0 0 0 52 0 0 0 0 0 0 0 0 0 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0
